case,scenario,scenario_desc,emergency_procure_ratio,reserve_cap_ratio,demand_cut_ratio,physical_supply_ratio,supply_coverage_ratio,physical_shortage_10k_tons,effective_shortage_10k_tons,shortage_10k_tons,demand_cut_10k_tons,demand_cut_dependency_ratio,hhi_concentration,weighted_risk_score,active_supplier_count,delta_physical_ratio,delta_effective_ratio,delta_physical_shortage_10k_tons,delta_effective_shortage_10k_tons,delta_shortage_10k_tons,delta_hhi,robust_flag
baseline,S1,霍尔木兹海峡封锁,0.45,0.25,0.03,0.9824814587092613,1.0000000041271064,1070.0059479225965,0.0,0.0,1070.0062,0.01751854541784514,0.18638568959558552,57.40562469393005,9,0.0,0.0,0.0,0.0,0.0,0.0,stable
emergency_procure_ratio_minus10,S1,霍尔木兹海峡封锁,0.405,0.25,0.03,0.9743960328798128,1.0000000032429979,1563.8515019226033,0.0,0.0,1563.8517,0.025603970363185118,0.18821527732811863,57.41504247029491,9,-0.00808542582944849,-8.841085641364543e-10,493.8455540000068,0.0,0.0,0.0018295877325331111,pressured
reserve_cap_ratio_minus10,S1,霍尔木兹海峡封锁,0.45,0.225,0.03,0.9574814604397899,0.9874814600003933,2596.967947922596,764.6134479225948,764.61373,1832.3545,0.029999999560603403,0.18638568959558552,57.40562469393005,9,-0.024999998269471413,-0.01251854412671316,1526.9619999999995,764.6134479225948,764.61373,0.0,fragile
demand_cut_ratio_minus10,S1,霍尔木兹海峡封锁,0.45,0.25,0.027,0.9824814587092613,1.0000000041271064,1070.0059479225965,0.0,0.0,1070.0062,0.01751854541784514,0.18638568959558552,57.40562469393005,9,0.0,0.0,0.0,0.0,0.0,0.0,stable
joint_minus10,S1,霍尔木兹海峡封锁,0.405,0.225,0.027,0.9493960346103414,0.9763960350335033,3090.813501922603,1441.6944019226066,1441.6947,1649.1191,0.027000000423161936,0.18821527732811863,57.41504247029491,9,-0.0330854240989199,-0.023603969093603183,2020.8075540000063,1441.6944019226066,1441.6947,0.0018295877325331111,fragile
emergency_procure_ratio_plus10,S1,霍尔木兹海峡封锁,0.49500000000000005,0.25,0.03,0.9905668830651956,1.0000000025553581,576.1604839225984,0.0,0.0,576.16064,0.009433119490162506,0.18466838561082372,57.39641253137444,9,0.00808542435593429,-1.5717482870769572e-09,-493.8454639999982,0.0,0.0,-0.0017173039847618032,stable
reserve_cap_ratio_plus10,S1,霍尔木兹海峡封锁,0.45,0.275,0.03,1.0000000010163546,1.0000000010163546,0.0,0.0,0.0,0.0,0.0,0.187889095944863,57.26754826562487,8,0.017518542307093266,-3.110751878310225e-09,-1070.0059479225965,0.0,0.0,0.0015034063492774807,stable
demand_cut_ratio_plus10,S1,霍尔木兹海峡封锁,0.45,0.25,0.033,0.9824814587092613,1.0000000041271064,1070.0059479225965,0.0,0.0,1070.0062,0.01751854541784514,0.18638568959558552,57.40562469393005,9,0.0,0.0,0.0,0.0,0.0,0.0,stable
joint_plus10,S1,霍尔木兹海峡封锁,0.49500000000000005,0.275,0.033,1.0000000013438022,1.0000000013438022,0.0,0.0,0.0,0.0,0.0,0.1878480012219737,57.11097767325773,8,0.01751854263454089,-2.783304253739516e-09,-1070.0059479225965,0.0,0.0,0.0014623116263881852,stable
