scenario,scenario_desc,objective_value,q_min_10k_tons,import_total_10k_tons,emergency_import_10k_tons,reserve_release_10k_tons,demand_cut_10k_tons,delivered_total_10k_tons,physical_shortage_10k_tons,effective_shortage_10k_tons,demand_cut_dependency_ratio,shortage_10k_tons,physical_supply_ratio,supply_coverage_ratio,middle_east_share_percent,weighted_risk_score,weighted_price_rmb_per_kg,hhi_concentration,active_supplier_count
S0,常态对照,46377.671285553435,61078.4842279226,54970.635610000005,130.61749,6107.8484,0.0,61078.48401000001,0.0,0.0,0.0,0.0,0.999999996432089,0.999999996432089,34.657254002912524,62.33682369681506,3.6608536399923044,0.117840798717649,14
S1,霍尔木兹海峡封锁,46596.97897701021,61078.4842279226,44738.857280000004,7069.342780000001,15269.621,1070.0062,60008.47828,1070.0059479225965,0.0,0.01751854541784514,0.0,0.9824814587092613,1.0000000041271064,0.0,57.40562469393005,3.5198615196116605,0.18638568959558552,9
S2,俄乌冲突升级,43633.28337034008,61078.4842279226,51916.71164,260.89342,9161.7726,0.0,61078.484240000005,0.0,0.0,0.0,0.0,1.0000000001977358,1.0000000001977358,34.09407761707362,62.32819104898721,3.6726672897891364,0.10320613109843108,14
S3,南海紧张,45585.09109915778,61078.4842279226,53749.06673,756.51761,7329.4181,0.0,61078.48483,0.0,0.0,0.0,0.0,1.0000000098574384,1.0000000098574384,33.99430172909875,62.84040319888021,3.6709385548023854,0.113260442446648,14
S4,综合中断（前三大来源国减半）,37163.2685489434,61078.4842279226,45808.863209999996,615.62023,15269.621,0.0,61078.484209999995,0.0,0.0,0.0,0.0,0.9999999997065644,0.9999999997065644,23.125664394832366,60.127121748204715,3.6418985974281726,0.10923526545569139,14
